pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9
-0.558107827050953,0.34753440137247216,0.3220235800414764,0.27248352074635185,-0.16926529416534736,0.4320505918980342,0.12020342877530205,0.028472144110485598,0.010506975438410428
0.3853867376133704,0.03803174116989294,-0.566717863719097,0.10408824779829062,-0.1474516515984696,-0.11278796665280566,0.024742741242091915,0.025316376857058676,-0.016260543382545532
0.2802202663009099,0.4526621177614025,0.20613222058237507,-0.0773857365114119,0.7098480095952585,0.4299271172000054,-0.4911318122819518,0.0637336100203616,-0.05063001989327066
0.33435037997329187,-0.4226284581931975,0.7047948965375133,0.42644306135871135,-0.010201961434222279,-0.003957582426899309,-0.3532975673365675,0.07403483737178407,0.0005825824028402732
-0.5580874827894673,0.34757437075056963,0.3219954578270648,0.27244074128601814,-0.16922689022907866,0.4320795842686618,0.12024096892391078,0.028413837571466205,0.012371481483122053
0.494104197285381,0.42927990542945893,0.23506241097006192,-0.22543018024894873,0.8570584949283928,0.30823981457163097,0.09122435489689124,0.08620138865050997,-0.03764012557017901
0.3343166974211631,-0.4226946326602463,0.7048414564951484,0.42651388827979364,-0.01026554411016381,-0.004005583040521288,-0.3533597199004892,0.07413137137678305,-0.002504348134761747
0.5929166542423439,0.03668144993981004,0.06515550437081985,-0.8935210801989991,-0.34093646668977573,-0.05265959281140453,0.48669607301992435,0.0600293503454028,-0.05618649420712518
0.4780583148721007,0.4375310568605264,0.3470130354693139,0.0782709485891826,0.01682714099645774,-0.07208430008393729,0.3015257854861518,0.07018380712511707,-0.027981448766058955
0.37948442595218324,0.24604913611558143,-0.11878919585113201,0.12559823133574488,-0.09978755994680097,-0.06025734125087445,0.019820191866641412,0.03859971314857302,0.08762244881277181
0.4779497223240379,0.4373177103787613,0.3471631447727295,0.07849929458275196,0.01662215044922219,-0.0722390540622544,0.3013254056200679,0.07049503275723379,-0.03793371281928789
0.4778554111780775,0.43713242187102463,0.34729351265410785,0.07869760996178243,0.016444118956585846,-0.07237345578039578,0.30115137844108675,0.07076532797123092,-0.04657711832457356
0.4779326115875564,0.4372840937495004,0.3471867972312081,0.07853527465866184,0.016589850449843874,-0.07226343837397442,0.3012938321175956,0.07054407203177326,-0.039501873532389715
-0.5446163815179751,-0.06518637120910276,-0.576165478372821,0.22591654146364115,-0.2614092570575318,0.3293932118243579,0.13316112792740764,-0.0029289514428921803,-0.04266552762911477
0.49512017077920856,0.4319241777241698,0.3672431166720525,0.08024152937264795,0.02956823323063526,-0.06965768416167462,0.3109033425448797,-0.44034841913041123,-0.077689662014205
-0.5582289495084076,0.3472964379889647,0.32219100964913233,0.2727382143545639,-0.16949393746803315,0.43187798169144975,0.11997992815543917,0.028819280392461954,-0.0005936267748064411
-0.3728768706263137,-0.5513229645344865,0.7338934832469122,0.4004530787380973,0.0301029436776801,0.31826407195982087,0.3428319162370693,-0.1880434768913617,-0.004600892642691798
